+-----+--------------------------------------------+-------------------------+-------+----------+------+-------+---------+------------+--------------------------------------------------------+----------------------------+
|  ID | Registry name                              | Biome name              | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                   | Valid for                  |
|  50 | environs:tall_oak_wetland                  | Tall Oak Wetland        |  0.80 | MEDIUM   | 0.90 | false | false   | WARM       | SWAMP                                                  | spawn, stronghold          |
|  51 | environs:sludgepit                         | Sludgepit               |  0.80 | MEDIUM   | 0.90 | false | false   | WARM       | SWAMP                                                  | spawn, stronghold          |
|  52 | environs:fungi_forest                      | Mushroom Rainforest     |  0.50 | MEDIUM   | 0.50 | false | false   | WARM       | FOREST, LUSH                                           | spawn, stronghold          |
|  53 | environs:overgrown_plains                  | Overgrown Plains        |  0.95 | MEDIUM   | 0.50 | false | false   | WARM       | LUSH, PLAINS                                           | spawn, stronghold, village |
|  54 | environs:kakadu                            | Kakadu                  |  0.80 | MEDIUM   | 0.80 | false | false   | WARM       | JUNGLE, LUSH, PLAINS                                   | spawn, stronghold, village |
|  55 | environs:lush_forest                       | Lush Forest             |  0.95 | MEDIUM   | 0.95 | false | false   | WARM       | DENSE, FOREST, JUNGLE, WET                             | spawn, stronghold          |
|  56 | environs:wasteland_spikes                  | Wasteland Spikes        |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DEAD                                                   | spawn, stronghold, village |
|  57 | environs:wasteland_eroded                  | Eroded Wasteland        |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DEAD                                                   | spawn, stronghold, village |
|  58 | environs:dead_oak_forest                   | Dry Oak Forest          |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DEAD, FOREST                                           | spawn, stronghold          |
|  59 | environs:dead_oak_forest_hills             | Dry Oak Forest M        |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DEAD, FOREST                                           | spawn, stronghold          |
|  60 | environs:sandstone_ranges                  | Sandstone Ranges        |  0.80 | MEDIUM   | 0.50 | false | false   | DESERT     | DRY, SANDY                                             | spawn, stronghold          |
|  61 | environs:icy_hills                         | Icy Hills               | -0.50 | COLD     | 0.50 |  true | false   | ICY        | COLD, CONIFEROUS                                       | spawn, stronghold, village |
|  62 | environs:cold_pine_forest                  | Cold Pine Taiga         | -0.50 | COLD     | 0.40 |  true | false   | ICY        | COLD, CONIFEROUS                                       | spawn, stronghold          |
|  63 | environs:cold_pine_forest_hills            | Cold Pine Taiga M       | -0.50 | COLD     | 0.40 |  true | false   | ICY        | COLD, CONIFEROUS                                       | spawn, stronghold          |
|  64 | netherex:ruthless_sands                    | Ruthless Sands          |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, NETHER, PLAINS, SANDY, SAVANNA               | stronghold                 |
|  65 | netherex:fungi_forest                      | Fungi Forest            |  1.10 | WARM     | 0.00 | false | false   |            | COLD, DRY, HOT, MUSHROOM, NETHER, PLAINS, SAVANNA, WET | stronghold                 |
|  66 | netherex:torrid_wasteland                  | Torrid Wasteland        |  4.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, NETHER, PLAINS, SAVANNA, WASTELAND           | stronghold                 |
|  67 | netherex:arctic_abyss                      | Arctic Abyss            |  0.00 | COLD     | 0.00 | false | false   |            | COLD, DRY, NETHER, PLAINS, WET                         | stronghold                 |
|  68 | traverse:autumnal_woods                    | Autumnal Woods          |  0.70 | MEDIUM   | 0.80 | false | false   | COOL       | FOREST                                                 | spawn, stronghold          |
|  69 | traverse:woodlands                         | Woodlands               |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | PLAINS                                                 | spawn, stronghold, village |
|  70 | traverse:mini_jungle                       | Mini Jungle             |  0.95 | MEDIUM   | 0.90 | false | false   | WARM       | DENSE, HOT, JUNGLE, WET                                | spawn                      |
|  71 | traverse:meadow                            | Meadow                  |  0.80 | MEDIUM   | 0.70 | false | false   | COOL       | LUSH, PLAINS, WET                                      | spawn, stronghold, village |
|  72 | traverse:green_swamp                       | Lush Swamp              |  0.80 | MEDIUM   | 0.50 | false | false   | WARM       | LUSH, SWAMP, WET                                       | spawn                      |
|  73 | traverse:red_desert                        | Red Desert              |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DRY, HOT, SANDY                                        | spawn, stronghold, village |
|  74 | traverse:temperate_rainforest              | Temperate Rainforest    |  0.60 | MEDIUM   | 0.90 | false | false   | COOL       | CONIFEROUS, FOREST                                     | spawn, stronghold          |
|  75 | traverse:badlands                          | Badlands                |  0.60 | MEDIUM   | 0.10 | false | false   | WARM       | DRY, HOT, PLAINS, SPARSE                               | spawn, stronghold, village |
|  76 | traverse:mountainous_desert                | Mountainous Desert      |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DRY, HOT, MOUNTAIN, SANDY                              | spawn, stronghold          |
|  77 | traverse:rocky_plateau                     | Rocky Plateau           |  0.80 | MEDIUM   | 0.20 | false | false   | WARM       | HOT, MOUNTAIN                                          | spawn, stronghold, village |
|  78 | traverse:forested_hills                    | Forested Hills          |  0.70 | MEDIUM   | 0.80 | false | false   | COOL       | FOREST, HILLS                                          | spawn, stronghold          |
|  79 | traverse:birch_forested_hills              | Birch Forested Hills    |  0.70 | MEDIUM   | 0.80 | false | false   | COOL       | FOREST, HILLS                                          | spawn, stronghold          |
|  80 | traverse:autumnal_wooded_hills             | Autumnal Wooded Hills   |  0.70 | MEDIUM   | 0.80 | false | false   | COOL       | FOREST, HILLS                                          | spawn, stronghold          |
|  81 | traverse:cliffs                            | Cliffs                  |  0.40 | MEDIUM   | 1.20 | false | false   | COOL       | COLD, HILLS, MOUNTAIN                                  | spawn, stronghold          |
|  82 | traverse:glacier                           | Glacier                 |  0.00 | COLD     | 0.50 |  true | false   | ICY        | COLD, MOUNTAIN, SNOWY                                  | spawn, stronghold          |
|  83 | traverse:glacier_spikes                    | Glacier Spikes          |  0.00 | COLD     | 0.50 |  true | false   | ICY        | COLD, MOUNTAIN, SNOWY                                  | spawn, stronghold          |
|  84 | traverse:snowy_coniferous_forest           | Snowy Coniferous Forest |  0.00 | COLD     | 0.50 |  true | false   | ICY        | COLD, CONIFEROUS, FOREST, SNOWY                        | spawn, stronghold          |
|  85 | traverse:lush_hills                        | Lush Hills              |  0.50 | MEDIUM   | 0.80 | false | false   | COOL       | HILLS, LUSH, SPARSE, WET                               | spawn, stronghold, village |
|  86 | traverse:desert_shrubland                  | Desert Shrubland        |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DEAD, DRY, HOT, SANDY                                  | spawn, stronghold, village |
|  87 | traverse:thicket                           | Thicket                 |  0.80 | MEDIUM   | 0.30 | false | false   | WARM       | DENSE, FOREST                                          | spawn, stronghold          |
|  88 | traverse:arid_highland                     | Arid Highland           |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DRY, HILLS, HOT, MOUNTAIN, SPARSE                      | spawn, stronghold, village |
|  89 | traverse:rocky_plains                      | Rocky Plains            |  0.90 | MEDIUM   | 0.70 | false | false   | COOL       | HILLS, PLAINS, SPARSE                                  | spawn, stronghold, village |
|  90 | biometweaker:alpha_plains                  | Alpha Plains            |  0.80 | MEDIUM   | 0.40 | false | false   | COOL, WARM | PLAINS                                                 | spawn, village             |
|  91 | dimdoors:limbo                             | Limbo                   |  0.50 | MEDIUM   | 0.00 | false | false   |            | VOID                                                   | stronghold                 |
|  92 | dimdoors:white_void                        | White Void              |  0.50 | MEDIUM   | 0.00 | false | false   |            | VOID                                                   |                            |
|  93 | dimdoors:black_void                        | Black Void              |  0.50 | MEDIUM   | 0.00 | false | false   |            | VOID                                                   |                            |
|  94 | dimdoors:dangerous_black_void              | Dangerous Black Void    |  0.50 | MEDIUM   | 0.00 | false | false   |            | VOID                                                   |                            |
|  95 | plants2:crystal_forest                     | Crystal Forest          |  0.80 | MEDIUM   | 0.20 | false | false   | COOL       | COLD, FOREST, MAGICAL                                  | spawn, stronghold          |
|  96 | stygian:stygian_growth                     | Stygian Growth          |  0.50 | MEDIUM   | 0.50 | false | false   |            | END                                                    | stronghold                 |
|  97 | stygian:acidic_plains                      | Acidic Plains           |  0.50 | MEDIUM   | 0.50 | false | false   |            | END                                                    | stronghold                 |
| 127 | minecraft:void                             | The Void                |  0.50 | MEDIUM   | 0.50 | false | false   |            | VOID                                                   | stronghold                 |
| 129 | minecraft:mutated_plains                   | Sunflower Plains        |  0.80 | MEDIUM   | 0.40 | false | false   |            | PLAINS, RARE                                           | stronghold, village        |
| 130 | minecraft:mutated_desert                   | Desert M                |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, RARE, SANDY                                  | stronghold, village        |
| 131 | minecraft:mutated_extreme_hills            | Extreme Hills M         |  0.20 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN, RARE, SPARSE                                 | stronghold                 |
| 132 | minecraft:mutated_forest                   | Flower Forest           |  0.70 | MEDIUM   | 0.80 | false | false   |            | FOREST, HILLS, RARE                                    | stronghold                 |
| 133 | minecraft:mutated_taiga                    | Taiga M                 |  0.25 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, MOUNTAIN, RARE               | stronghold, village        |
| 134 | minecraft:mutated_swampland                | Swampland M             |  0.80 | MEDIUM   | 0.90 | false | false   |            | HILLS, RARE, SWAMP, WET                                | village                    |
| 140 | minecraft:mutated_ice_flats                | Ice Plains Spikes       |  0.00 | COLD     | 0.50 |  true | false   |            | COLD, HILLS, RARE, SNOWY                               | stronghold, village        |
| 149 | minecraft:mutated_jungle                   | Jungle M                |  0.95 | MEDIUM   | 0.90 | false | false   |            | DENSE, HOT, JUNGLE, MOUNTAIN, RARE, WET                | stronghold, village        |
| 151 | minecraft:mutated_jungle_edge              | JungleEdge M            |  0.95 | MEDIUM   | 0.80 | false | false   |            | HILLS, HOT, JUNGLE, RARE, SPARSE                       | stronghold                 |
| 155 | minecraft:mutated_birch_forest             | Birch Forest M          |  0.60 | MEDIUM   | 0.60 | false | false   |            | DENSE, FOREST, HILLS, RARE                             | stronghold                 |
| 156 | minecraft:mutated_birch_forest_hills       | Birch Forest Hills M    |  0.60 | MEDIUM   | 0.60 | false | false   |            | DENSE, FOREST, MOUNTAIN, RARE                          | stronghold                 |
| 157 | minecraft:mutated_roofed_forest            | Roofed Forest M         |  0.70 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, MOUNTAIN, RARE, SPOOKY                  | stronghold                 |
| 158 | minecraft:mutated_taiga_cold               | Cold Taiga M            | -0.50 | COLD     | 0.40 |  true | false   |            | COLD, CONIFEROUS, FOREST, MOUNTAIN, RARE, SNOWY        | stronghold, village        |
| 160 | minecraft:mutated_redwood_taiga            | Mega Spruce Taiga       |  0.25 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, RARE                                    | stronghold                 |
| 161 | minecraft:mutated_redwood_taiga_hills      | Redwood Taiga Hills M   |  0.25 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, HILLS, RARE                             | stronghold                 |
| 162 | minecraft:mutated_extreme_hills_with_trees | Extreme Hills+ M        |  0.20 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN, RARE, SPARSE                                 | stronghold                 |
| 163 | minecraft:mutated_savanna                  | Savanna M               |  1.10 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SAVANNA, SPARSE              | stronghold, village        |
| 164 | minecraft:mutated_savanna_rock             | Savanna Plateau M       |  1.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SAVANNA, SPARSE                 | stronghold                 |
| 165 | minecraft:mutated_mesa                     | Mesa (Bryce)            |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                       | stronghold                 |
| 166 | minecraft:mutated_mesa_rock                | Mesa Plateau F M        |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SPARSE                          | stronghold                 |
| 167 | minecraft:mutated_mesa_clear_rock          | Mesa Plateau M          |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                       | stronghold                 |
+-----+--------------------------------------------+-------------------------+-------+----------+------+-------+---------+------------+--------------------------------------------------------+----------------------------+
|  ID | Registry name                              | Biome name              | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                   | Valid for                  |
+-----+--------------------------------------------+-------------------------+-------+----------+------+-------+---------+------------+--------------------------------------------------------+----------------------------+
