+-----+--------------------------------------------+------------------------------+-------+----------+------+-------+---------+------------+--------------------------------------------------------+----------------------------+
|  ID | Registry name                              | Biome name                   | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                   | Valid for                  |
|  49 | nt:blossom_forest                          | Blossom Forest               |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST, MAGICAL                                        | spawn, stronghold, village |
|  50 | nt:blossom_forest_hills                    | Blossom Forest Hills         |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST, MAGICAL                                        | spawn, stronghold          |
|  51 | nt:estuary                                 | Estuary                      |  0.80 | MEDIUM   | 0.90 | false | false   | WARM       | RIVER, SWAMP, WATER                                    | spawn, stronghold          |
|  52 | nt:fen                                     | Fen                          |  0.80 | MEDIUM   | 0.90 | false | false   | WARM       | SWAMP, WET                                             | spawn, stronghold          |
|  53 | nt:fungal_jungle                           | Fungal Jungle                |  0.95 | MEDIUM   | 0.90 | false | false   | WARM       | JUNGLE, MAGICAL, MUSHROOM, RARE                        | spawn, stronghold, village |
|  54 | nt:fungal_jungle_hills                     | Fungal Jungle Hills          |  0.95 | MEDIUM   | 0.90 | false | false   | WARM       | JUNGLE, MAGICAL, MUSHROOM, RARE                        | spawn, stronghold          |
|  55 | nt:grass_hills                             | Grass Hills                  |  0.20 | MEDIUM   | 0.30 | false | false   | WARM       | PLAINS                                                 | spawn, stronghold, village |
|  56 | nt:green_mixed_forest                      | Green Mixed Forest           |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                 | spawn, stronghold, village |
|  57 | nt:green_mixed_forest_hills                | Green Mixed Forest Hills     |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                 | spawn, stronghold          |
|  58 | nt:green_swamp                             | Green Swamp                  |  0.80 | MEDIUM   | 0.90 | false | false   | WARM       | SWAMP                                                  | spawn, stronghold          |
|  59 | nt:heath                                   | Heath                        |  0.90 | MEDIUM   | 0.50 | false | false   | WARM       | PLAINS, SAVANNA                                        | spawn, stronghold, village |
|  60 | nt:highland                                | Highland                     |  0.70 | MEDIUM   | 0.20 | false | false   | WARM       | HILLS                                                  | spawn, stronghold, village |
|  61 | nt:hills                                   | Hills                        |  0.70 | MEDIUM   | 0.30 | false | false   | WARM       | HILLS                                                  | spawn, stronghold, village |
|  62 | nt:hotspring                               | Hot Spring                   |  1.00 | WARM     | 0.50 | false | false   | WARM       | WET                                                    | spawn, stronghold          |
|  63 | nt:lake                                    | Lake                         |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | CONIFEROUS, WATER                                      | spawn, stronghold          |
|  64 | nt:lowland                                 | Lowland                      |  0.40 | MEDIUM   | 1.00 | false | false   | WARM       | CONIFEROUS, WET                                        | spawn, stronghold          |
|  65 | nt:meadow                                  | Meadow                       |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | PLAINS                                                 | spawn, stronghold, village |
|  66 | nt:mixed_forest                            | Mixed Forest                 |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                 | spawn, stronghold, village |
|  67 | nt:mixed_forest_hills                      | Mixed Forest Hills           |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                 | spawn, stronghold          |
|  68 | nt:monsoon_forest                          | Monsoon Forest               |  0.95 | MEDIUM   | 2.00 | false | false   | WARM       | JUNGLE, RARE, WET                                      | spawn, stronghold          |
|  69 | nt:moorland                                | Moorland                     |  0.47 | MEDIUM   | 1.50 | false | false   | WARM       | HILLS                                                  | spawn, stronghold, village |
|  70 | nt:mountains                               | Mountains                    |  0.20 | MEDIUM   | 0.30 | false | false   | WARM       | MOUNTAIN                                               | spawn, stronghold, village |
|  71 | nt:oak_forest                              | Oak Forest                   |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                 | spawn, stronghold, village |
|  72 | nt:oak_forest_hills                        | Oak Forest Hills             |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                 | spawn, stronghold          |
|  73 | nt:poppy_meadow                            | Poppy Meadow                 |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | MAGICAL, PLAINS, RARE                                  | spawn, stronghold, village |
|  74 | nt:royal_forest                            | Royal Forest                 |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST, MAGICAL                                        | spawn, stronghold, village |
|  75 | nt:royal_forest_hills                      | Royal Forest Hills           |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST, MAGICAL                                        | spawn, stronghold          |
|  76 | nt:tall_oak_forest                         | Tall Oak Forest              |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                 | spawn, stronghold, village |
|  77 | nt:tall_oak_forest_hills                   | Tall Oak Forest Hills        |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                 | spawn, stronghold          |
|  78 | nt:white_orchard                           | White Orchard                |  1.00 | WARM     | 0.40 | false | false   | WARM       | PLAINS                                                 | spawn, stronghold, village |
|  79 | nt:pink_beach                              | Pink Beach                   |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                    | spawn, stronghold          |
|  80 | nt:purple_beach                            | Purple Beach                 |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                    | spawn, stronghold          |
|  81 | nt:orange_beach                            | Orange Beach                 |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                    | spawn, stronghold          |
|  82 | nt:white_beach                             | White Beach                  |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                    | spawn, stronghold          |
|  83 | nt:black_beach                             | Black Beach                  |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                    | spawn, stronghold          |
|  84 | nt:iron_beach                              | Iron Beach                   |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                    | spawn, stronghold          |
|  85 | nt:olivine_beach                           | Olivine Beach                |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                    | spawn, stronghold          |
|  86 | nt:brown_beach                             | Brown Beach                  |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                    | spawn, stronghold          |
|  87 | nt:autumn_taiga                            | Autumn Taiga                 |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                             | spawn, stronghold, village |
|  88 | nt:autumn_taiga_hills                      | Autumn Taiga Hills           |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                             | spawn, stronghold          |
|  89 | nt:blue_taiga                              | Blue Taiga                   |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                             | spawn, stronghold, village |
|  90 | nt:blue_taiga_hills                        | Blue Taiga Hills             |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                             | spawn, stronghold          |
|  91 | nt:cliffs                                  | Cliffs                       |  0.70 | MEDIUM   | 0.30 | false | false   | COOL       | CONIFEROUS, MOUNTAIN                                   | spawn, stronghold          |
|  92 | nt:stone_fields                            | Stone Fields                 |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | PLAINS                                                 | spawn, stronghold, village |
|  93 | nt:maple_forest                            | Maple Forest                 |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                             | spawn, stronghold, village |
|  94 | nt:maple_forest_hills                      | Maple Forest Hills           |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                             | spawn, stronghold          |
|  95 | nt:mega_autumn_taiga                       | Mega Autumn Taiga            |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, RARE                                       | spawn, stronghold, village |
|  96 | nt:mega_autumn_taiga_hills                 | Mega Autumn Taiga Hills      |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, RARE                                       | spawn, stronghold          |
|  97 | nt:mega_blue_taiga                         | Mega Blue Taiga              |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, RARE                                       | spawn, stronghold, village |
|  98 | nt:mega_blue_taiga_hills                   | Mega Blue Taiga Hills        |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, RARE                                       | spawn, stronghold          |
|  99 | nt:mega_maple_forest                       | Mega Maple Forest            |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, RARE                                       | spawn, stronghold, village |
| 100 | nt:mega_maple_forest_hills                 | Mega Maple Forest Hills      |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, RARE                                       | spawn, stronghold          |
| 101 | nt:pineland                                | Pineland                     |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, HILLS                                      | spawn, stronghold, village |
| 102 | nt:rocky_taiga                             | Rocky Taiga                  |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                             | spawn, stronghold, village |
| 103 | nt:shrubland                               | Shrubland                    |  0.80 | MEDIUM   | 0.40 | false | false   | COOL       | CONIFEROUS                                             | spawn, stronghold, village |
| 104 | nt:stone_mountains                         | Stone Mountains              |  0.20 | MEDIUM   | 0.30 | false | false   | COOL       | MOUNTAIN                                               | spawn, stronghold          |
| 105 | nt:clayland                                | Clayland                     |  0.90 | MEDIUM   | 0.30 | false | false   | DESERT     | SAVANNA                                                | spawn, stronghold, village |
| 106 | nt:lush_desert                             | Lush Desert                  |  0.95 | MEDIUM   | 0.90 | false | false   | DESERT     | JUNGLE, LUSH, SAVANNA                                  | spawn, stronghold, village |
| 107 | nt:red_sand_dune                           | Red Sand Dune                |  2.00 | WARM     | 0.00 | false | false   | DESERT     | SANDY                                                  | spawn, stronghold, village |
| 108 | nt:rockland                                | Rockland                     |  0.90 | MEDIUM   | 0.30 | false | false   | DESERT     | SAVANNA                                                | spawn, stronghold, village |
| 109 | nt:sahel                                   | Sahel                        |  0.90 | MEDIUM   | 1.00 | false | false   | DESERT     | SANDY                                                  | spawn, stronghold, village |
| 110 | nt:sand_dune                               | Sand Dune                    |  2.00 | WARM     | 0.00 | false | false   | DESERT     | SANDY                                                  | spawn, stronghold, village |
| 111 | nt:sandy_mountains                         | Sandy Mountains              |  2.00 | WARM     | 0.00 | false | false   | DESERT     | MOUNTAIN, SANDY                                        | spawn, stronghold          |
| 112 | nt:scrubland                               | Scrubland                    |  1.20 | WARM     | 0.00 | false | false   | DESERT     | SAVANNA                                                | spawn, stronghold, village |
| 113 | nt:tropical_desert                         | Tropical Desert              |  0.95 | MEDIUM   | 1.00 | false | false   | DESERT     | JUNGLE, LUSH, SAVANNA                                  | spawn, stronghold, village |
| 114 | nt:alps                                    | Alps                         |  0.20 | MEDIUM   | 0.30 | false | false   | ICY        | CONIFEROUS, MOUNTAIN, SNOWY                            | spawn, stronghold, village |
| 115 | nt:cold_birch_forest                       | Cold Birch Forest            |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                          | spawn, stronghold, village |
| 116 | nt:cold_birch_forest_hills                 | Cold Birch Forest Hills      |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                          | spawn, stronghold          |
| 117 | nt:cold_blue_taiga                         | Cold Blue Taiga              | -0.50 | COLD     | 0.40 |  true | false   | ICY        | CONIFEROUS, SNOWY                                      | spawn, stronghold, village |
| 118 | nt:cold_blue_taiga_hills                   | Cold Blue Taiga Hills        | -0.50 | COLD     | 0.40 |  true | false   | ICY        | CONIFEROUS, SNOWY                                      | spawn, stronghold          |
| 119 | nt:cold_desert                             | Cold Desert                  | -2.00 | COLD     | 0.80 |  true | false   | ICY        | COLD                                                   | spawn, stronghold, village |
| 120 | nt:cold_flower_forest                      | Cold Flower Forest           |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                          | spawn, stronghold, village |
| 121 | nt:cold_flower_forest_hills                | Cold Flower Forest Hills     |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                          | spawn, stronghold          |
| 122 | nt:cold_forest                             | Cold Forest                  |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                          | spawn, stronghold, village |
| 123 | nt:cold_forest_hills                       | Cold Forest Hills            |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                          | spawn, stronghold          |
| 124 | nt:cold_mega_blue_taiga                    | Cold Mega Blue Taiga         | -0.50 | COLD     | 0.40 |  true | false   | ICY        | CONIFEROUS, RARE, SNOWY                                | spawn, stronghold, village |
| 125 | nt:cold_mega_blue_taiga_hills              | Cold Mega Blue Taiga Hills   | -0.50 | COLD     | 0.40 |  true | false   | ICY        | CONIFEROUS, RARE, SNOWY                                | spawn, stronghold          |
| 126 | nt:cold_mega_spruce_taiga                  | Cold Mega Spruce Taiga       |  0.00 | COLD     | 0.80 |  true | false   | ICY        | CONIFEROUS, RARE, SNOWY                                | spawn, stronghold, village |
| 127 | minecraft:void                             | The Void                     |  0.50 | MEDIUM   | 0.50 | false | false   |            | VOID                                                   | stronghold                 |
| 128 | nt:cold_mega_spruce_taiga_hills            | Cold Mega Spruce Taiga Hills |  0.00 | COLD     | 0.80 |  true | false   | ICY        | CONIFEROUS, RARE, SNOWY                                | spawn, stronghold          |
| 129 | minecraft:mutated_plains                   | Sunflower Plains             |  0.80 | MEDIUM   | 0.40 | false | false   |            | PLAINS, RARE                                           | stronghold                 |
| 130 | minecraft:mutated_desert                   | Desert M                     |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, RARE, SANDY                                  | stronghold                 |
| 131 | minecraft:mutated_extreme_hills            | Extreme Hills M              |  0.20 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN, RARE, SPARSE                                 | stronghold                 |
| 132 | minecraft:mutated_forest                   | Flower Forest                |  0.70 | MEDIUM   | 0.80 | false | false   |            | FOREST, HILLS, RARE                                    | stronghold, village        |
| 133 | minecraft:mutated_taiga                    | Taiga M                      |  0.25 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, MOUNTAIN, RARE               | stronghold                 |
| 134 | minecraft:mutated_swampland                | Swampland M                  |  0.80 | MEDIUM   | 0.90 | false | false   |            | HILLS, RARE, SWAMP, WET                                |                            |
| 135 | nt:cold_mega_taiga                         | Cold Mega Taiga              |  0.00 | COLD     | 0.80 |  true | false   | ICY        | CONIFEROUS, RARE, SNOWY                                | spawn, stronghold, village |
| 136 | nt:cold_mega_taiga_hills                   | Cold Mega Taiga Hills        |  0.00 | COLD     | 0.80 |  true | false   | ICY        | CONIFEROUS, RARE, SNOWY                                | spawn, stronghold          |
| 137 | nt:cold_roofed_forest                      | Cold Roofed Forest           |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                          | spawn, stronghold, village |
| 138 | nt:cold_roofed_forest_hills                | Cold Roofed Forest Hills     |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                          | spawn, stronghold          |
| 139 | nt:glacier                                 | Glacier                      |  0.00 | COLD     | 0.50 | false | false   | ICY        | COLD, SNOWY                                            | spawn, stronghold          |
| 140 | minecraft:mutated_ice_flats                | Ice Plains Spikes            |  0.00 | COLD     | 0.50 |  true | false   |            | COLD, HILLS, RARE, SNOWY                               | stronghold                 |
| 141 | nt:icy_tundra                              | Icy Tundra                   | -1.00 | COLD     | 0.50 |  true | false   | ICY        | COLD, SNOWY                                            | spawn, stronghold          |
| 142 | nt:snowdune                                | Snow Dune                    |  0.00 | COLD     | 0.50 | false | false   | ICY        | COLD, SNOWY                                            | spawn, stronghold          |
| 143 | nt:tundra                                  | Tundra                       |  0.20 | MEDIUM   | 0.50 | false | false   | ICY        | COLD                                                   | spawn, stronghold, village |
| 144 | traverse:autumnal_woods                    | Autumnal Woods               |  0.70 | MEDIUM   | 0.80 | false | false   | COOL       | FOREST                                                 | spawn, stronghold          |
| 145 | traverse:woodlands                         | Woodlands                    |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | PLAINS                                                 | spawn, stronghold, village |
| 146 | traverse:mini_jungle                       | Mini Jungle                  |  0.95 | MEDIUM   | 0.90 | false | false   | WARM       | DENSE, HOT, JUNGLE, WET                                | spawn                      |
| 147 | traverse:meadow                            | Meadow                       |  0.80 | MEDIUM   | 0.70 | false | false   | COOL       | LUSH, PLAINS, WET                                      | spawn, stronghold, village |
| 148 | traverse:green_swamp                       | Lush Swamp                   |  0.80 | MEDIUM   | 0.50 | false | false   | WARM       | LUSH, SWAMP, WET                                       | spawn                      |
| 149 | minecraft:mutated_jungle                   | Jungle M                     |  0.95 | MEDIUM   | 0.90 | false | false   |            | DENSE, HOT, JUNGLE, MOUNTAIN, RARE, WET                | stronghold                 |
| 150 | traverse:red_desert                        | Red Desert                   |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DRY, HOT, SANDY                                        | spawn, stronghold, village |
| 151 | minecraft:mutated_jungle_edge              | JungleEdge M                 |  0.95 | MEDIUM   | 0.80 | false | false   |            | HILLS, HOT, JUNGLE, RARE, SPARSE                       | stronghold                 |
| 152 | traverse:temperate_rainforest              | Temperate Rainforest         |  0.60 | MEDIUM   | 0.90 | false | false   | COOL       | CONIFEROUS, FOREST                                     | spawn, stronghold          |
| 153 | traverse:badlands                          | Badlands                     |  0.60 | MEDIUM   | 0.10 | false | false   | WARM       | DRY, HOT, PLAINS, SPARSE                               | spawn, stronghold, village |
| 154 | traverse:mountainous_desert                | Mountainous Desert           |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DRY, HOT, MOUNTAIN, SANDY                              | spawn, stronghold          |
| 155 | minecraft:mutated_birch_forest             | Birch Forest M               |  0.60 | MEDIUM   | 0.60 | false | false   |            | DENSE, FOREST, HILLS, RARE                             | stronghold                 |
| 156 | minecraft:mutated_birch_forest_hills       | Birch Forest Hills M         |  0.60 | MEDIUM   | 0.60 | false | false   |            | DENSE, FOREST, MOUNTAIN, RARE                          | stronghold                 |
| 157 | minecraft:mutated_roofed_forest            | Roofed Forest M              |  0.70 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, MOUNTAIN, RARE, SPOOKY                  | stronghold                 |
| 158 | minecraft:mutated_taiga_cold               | Cold Taiga M                 | -0.50 | COLD     | 0.40 |  true | false   |            | COLD, CONIFEROUS, FOREST, MOUNTAIN, RARE, SNOWY        | stronghold                 |
| 159 | traverse:rocky_plateau                     | Rocky Plateau                |  0.80 | MEDIUM   | 0.20 | false | false   | WARM       | HOT, MOUNTAIN                                          | spawn, stronghold, village |
| 160 | minecraft:mutated_redwood_taiga            | Mega Spruce Taiga            |  0.25 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, RARE                                    | stronghold                 |
| 161 | minecraft:mutated_redwood_taiga_hills      | Redwood Taiga Hills M        |  0.25 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, HILLS, RARE                             | stronghold                 |
| 162 | minecraft:mutated_extreme_hills_with_trees | Extreme Hills+ M             |  0.20 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN, RARE, SPARSE                                 | stronghold                 |
| 163 | minecraft:mutated_savanna                  | Savanna M                    |  1.10 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SAVANNA, SPARSE              | stronghold                 |
