+---------------------------+-------------------------------------+-----------------------------+-----+
| Mod name                  | Registry name                       | Entity class name           |  ID |
| Minecraft                 | minecraft:fireworks_rocket          | EntityFireworkRocket        |  22 |
| Minecraft                 | minecraft:furnace_minecart          | EntityMinecartFurnace       |  44 |
| Minecraft                 | minecraft:ghast                     | EntityGhast                 |  56 |
| Minecraft                 | minecraft:giant                     | EntityGiantZombie           |  53 |
| Minecraft                 | minecraft:guardian                  | EntityGuardian              |  68 |
| Minecraft                 | minecraft:hopper_minecart           | EntityMinecartHopper        |  46 |
| Minecraft                 | minecraft:horse                     | EntityHorse                 | 100 |
| Minecraft                 | minecraft:husk                      | EntityHusk                  |  23 |
| Minecraft                 | minecraft:illusion_illager          | EntityIllusionIllager       |  37 |
| Minecraft                 | minecraft:item                      | EntityItem                  |   1 |
| Minecraft                 | minecraft:item_frame                | EntityItemFrame             |  18 |
| Minecraft                 | minecraft:leash_knot                | EntityLeashKnot             |   8 |
| Minecraft                 | minecraft:llama                     | EntityLlama                 | 103 |
| Minecraft                 | minecraft:llama_spit                | EntityLlamaSpit             | 104 |
| Minecraft                 | minecraft:magma_cube                | EntityMagmaCube             |  62 |
| Minecraft                 | minecraft:minecart                  | EntityMinecartEmpty         |  42 |
| Minecraft                 | minecraft:mooshroom                 | EntityMooshroom             |  96 |
| Minecraft                 | minecraft:mule                      | EntityMule                  |  32 |
| Minecraft                 | minecraft:ocelot                    | EntityOcelot                |  98 |
| Minecraft                 | minecraft:painting                  | EntityPainting              |   9 |
| Minecraft                 | minecraft:parrot                    | EntityParrot                | 105 |
| Minecraft                 | minecraft:pig                       | EntityPig                   |  90 |
| Minecraft                 | minecraft:polar_bear                | EntityPolarBear             | 102 |
| Minecraft                 | minecraft:potion                    | EntityPotion                |  16 |
| Minecraft                 | minecraft:rabbit                    | EntityRabbit                | 101 |
| Minecraft                 | minecraft:sheep                     | EntitySheep                 |  91 |
| Minecraft                 | minecraft:shulker                   | EntityShulker               |  69 |
| Minecraft                 | minecraft:shulker_bullet            | EntityShulkerBullet         |  25 |
| Minecraft                 | minecraft:silverfish                | EntitySilverfish            |  60 |
| Minecraft                 | minecraft:skeleton                  | EntitySkeleton              |  51 |
| Minecraft                 | minecraft:skeleton_horse            | EntitySkeletonHorse         |  28 |
| Minecraft                 | minecraft:slime                     | EntitySlime                 |  55 |
| Minecraft                 | minecraft:small_fireball            | EntitySmallFireball         |  13 |
| Minecraft                 | minecraft:snowball                  | EntitySnowball              |  11 |
| Minecraft                 | minecraft:snowman                   | EntitySnowman               |  97 |
| Minecraft                 | minecraft:spawner_minecart          | EntityMinecartMobSpawner    |  47 |
| Minecraft                 | minecraft:spectral_arrow            | EntitySpectralArrow         |  24 |
| Minecraft                 | minecraft:spider                    | EntitySpider                |  52 |
| Minecraft                 | minecraft:squid                     | EntitySquid                 |  94 |
| Minecraft                 | minecraft:stray                     | EntityStray                 |   6 |
| Minecraft                 | minecraft:tnt                       | EntityTNTPrimed             |  20 |
| Minecraft                 | minecraft:tnt_minecart              | EntityMinecartTNT           |  45 |
| Minecraft                 | minecraft:vex                       | EntityVex                   |  35 |
| Minecraft                 | minecraft:villager                  | EntityVillager              | 120 |
| Minecraft                 | minecraft:villager_golem            | EntityIronGolem             |  99 |
| Minecraft                 | minecraft:vindication_illager       | EntityVindicator            |  36 |
| Minecraft                 | minecraft:witch                     | EntityWitch                 |  66 |
| Minecraft                 | minecraft:wither                    | EntityWither                |  64 |
| Minecraft                 | minecraft:wither_skeleton           | EntityWitherSkeleton        |   5 |
| Minecraft                 | minecraft:wither_skull              | EntityWitherSkull           |  19 |
| Minecraft                 | minecraft:wolf                      | EntityWolf                  |  95 |
| Minecraft                 | minecraft:xp_bottle                 | EntityExpBottle             |  17 |
| Minecraft                 | minecraft:xp_orb                    | EntityXPOrb                 |   2 |
| Minecraft                 | minecraft:zombie                    | EntityZombie                |  54 |
| Minecraft                 | minecraft:zombie_horse              | EntityZombieHorse           |  29 |
| Minecraft                 | minecraft:zombie_pigman             | EntityPigZombie             |  57 |
| Minecraft                 | minecraft:zombie_villager           | EntityZombieVillager        |  27 |
| Minestrappolation 5       | minestrapp:burfalaunt               | EntityBurfalaunt            | 452 |
| Minestrappolation 5       | minestrapp:m_boat                   | EntityMBoat                 | 500 |
| Minestrappolation 5       | minestrapp:m_falling_block          | EntityMFallingBlock         | 501 |
| Minestrappolation 5       | minestrapp:theinfected              | EntityTheInfected           | 453 |
| NetherEx                  | netherex:blue_fireball              | EntityBlueFireball          |   1 |
| NetherEx                  | netherex:brute                      | EntityBrute                 |  16 |
| NetherEx                  | netherex:coolmar_spider             | EntityCoolmarSpider         |  15 |
| NetherEx                  | netherex:ember                      | EntityEmber                 |   9 |
| NetherEx                  | netherex:frost                      | EntityFrost                 |  17 |
| NetherEx                  | netherex:ghast_queen                | EntityGhastQueen            |  18 |
| NetherEx                  | netherex:ghast_queen_fireball       | EntityGhastQueenFireball    |  -1 |
| NetherEx                  | netherex:ghastling                  | EntityGhastling             |  14 |
| NetherEx                  | netherex:ghastling_fireball         | EntityGhastlingFireball     |   0 |
| NetherEx                  | netherex:gold_golem                 | EntityGoldGolem             |   5 |
| NetherEx                  | netherex:mogus                      | EntityMogus                 |   6 |
| NetherEx                  | netherex:nethermite                 | EntityNethermite            |  10 |
| NetherEx                  | netherex:obsidian_boat              | EntityObsidianBoat          |   2 |
| NetherEx                  | netherex:pigtificate                | EntityPigtificate           |   4 |
| NetherEx                  | netherex:pigtificate_leader         | EntityPigtificateLeader     |   3 |
| NetherEx                  | netherex:salamander                 | EntitySalamander            |   7 |
| NetherEx                  | netherex:spinout                    | EntitySpinout               |  11 |
| NetherEx                  | netherex:spore                      | EntitySpore                 |  13 |
| NetherEx                  | netherex:spore_creeper              | EntitySporeCreeper          |  12 |
| NetherEx                  | netherex:wight                      | EntityWight                 |   8 |
| Outfox                    | outfox:fox                          | EntityFox                   |   0 |
| Project: Vibrant Journeys | pvj:pvj_banshee                     | EntityBanshee               |  12 |
| Project: Vibrant Journeys | pvj:pvj_beach_starfish              | EntityBeachStarfish         |  17 |
| Project: Vibrant Journeys | pvj:pvj_boat                        | EntityPVJBoat               |  18 |
| Project: Vibrant Journeys | pvj:pvj_clam                        | EntityClam                  |   6 |
| Project: Vibrant Journeys | pvj:pvj_coconut                     | EntityCoconut               |  19 |
| Project: Vibrant Journeys | pvj:pvj_coyote                      | EntityCoyote                |   9 |
| Project: Vibrant Journeys | pvj:pvj_duck                        | EntityDuck                  |   7 |
| Project: Vibrant Journeys | pvj:pvj_firefly                     | EntityFirefly               |   3 |
| Project: Vibrant Journeys | pvj:pvj_fly                         | EntityFly                   |   2 |
| Project: Vibrant Journeys | pvj:pvj_ghost                       | EntityGhost                 |  10 |
| Project: Vibrant Journeys | pvj:pvj_goon                        | EntityGoon                  |  15 |
| Project: Vibrant Journeys | pvj:pvj_grizzly_bear                | EntityGrizzlyBear           |   8 |
| Project: Vibrant Journeys | pvj:pvj_icecube                     | EntityIceCube               |  13 |
| Project: Vibrant Journeys | pvj:pvj_shade                       | EntityShade                 |  11 |
| Project: Vibrant Journeys | pvj:pvj_skeletal_knight             | EntitySkeletalKnight        |  14 |
| Project: Vibrant Journeys | pvj:pvj_small_spider                | EntitySmallSpider           |   4 |
| Project: Vibrant Journeys | pvj:pvj_snail                       | EntitySnail                 |   1 |
| Project: Vibrant Journeys | pvj:pvj_starfish                    | EntityStarfish              |   5 |
| Project: Vibrant Journeys | pvj:pvj_watcher                     | EntityWatcher               |  16 |
| Quark                     | quark:archaeologist                 | EntityArchaeologist         |  16 |
| Quark                     | quark:arrow_ender                   | EntityArrowEnder            |   5 |
| Quark                     | quark:arrow_explosive               | EntityArrowExplosive        |   6 |
| Quark                     | quark:arrow_torch                   | EntityArrowTorch            |   7 |
| Quark                     | quark:ashen                         | EntityAshen                 |   1 |
| Quark                     | quark:chest_passenger               | EntityChestPassenger        |  13 |
| Quark                     | quark:colored_item_frame            | EntityColoredItemFrame      |   0 |
| Quark                     | quark:crab                          | EntityCrab                  |  22 |
| Quark                     | quark:dweller                       | EntityDweller               |   2 |
| Quark                     | quark:flat_item_frame               | EntityFlatItemFrame         |   9 |
| Quark                     | quark:foxhound                      | EntityFoxhound              |  21 |
| Quark                     | quark:frog                          | EntityFrog                  |  18 |
| Quark                     | quark:glass_item_frame              | EntityGlassItemFrame        |  10 |
| Quark                     | quark:leash_knot                    | EntityLeashKnot2TheKnotting |  19 |
| Quark                     | quark:parrot_egg                    | EntityParrotEgg             |  14 |
| Quark                     | quark:seat                          | Seat                        |  12 |
| Quark                     | quark:soul_powder                   | EntitySoulPowder            |   8 |
| Quark                     | quark:stoneling                     | EntityStoneling             |  17 |
| Quark                     | quark:wraith                        | EntityWraith                |   4 |
| The Aurorian              | theaurorian:aurorianpig             | AurorianPig_Entity          |   7 |
| The Aurorian              | theaurorian:aurorianrabbit          | AurorianRabbit_Entity       |   5 |
| The Aurorian              | theaurorian:auroriansheep           | AurorianSheep_Entity        |   6 |
| The Aurorian              | theaurorian:aurorianslime           | AurorianSlime_Entity        |   8 |
| The Aurorian              | theaurorian:ceruleanarrow           | CeruleanArrow_Entity        |  10 |
| The Aurorian              | theaurorian:crystallinebeam         | CrystallineBeam_Entity      |  12 |
| The Aurorian              | theaurorian:crystallinesprite       | CrystallineSprite_Entity    |  11 |
| The Aurorian              | theaurorian:disturbedhollow         | DisturbedHollow_Entity      |   0 |
| The Aurorian              | theaurorian:moonacolyte             | MoonAcolyte_Entity          |   3 |
| The Aurorian              | theaurorian:moonqueen               | MoonQueen_Entity            |   4 |
| The Aurorian              | theaurorian:runestonedungeonkeeper  | Keeper_Entity               |   1 |
| The Aurorian              | theaurorian:spider                  | Spider_Entity               |  14 |
| The Aurorian              | theaurorian:spiderling              | Spiderling_Entity           |  16 |
| The Aurorian              | theaurorian:spirit                  | Spirit_Entity               |  13 |
| The Aurorian              | theaurorian:stickyspiker            | StickySpiker_Entity         |   9 |
| The Aurorian              | theaurorian:undeadknight            | UndeadKnight_Entity         |   2 |
| The Aurorian              | theaurorian:webbing                 | Webbing_Entity              |  15 |
| Thermal Foundation        | thermalfoundation:basalz            | EntityBasalz                |   2 |
| Thermal Foundation        | thermalfoundation:basalz_bolt       | EntityBasalzBolt            |   5 |
| Thermal Foundation        | thermalfoundation:blitz             | EntityBlitz                 |   1 |
| Thermal Foundation        | thermalfoundation:blitz_bolt        | EntityBlitzBolt             |   4 |
| Thermal Foundation        | thermalfoundation:blizz             | EntityBlizz                 |   0 |
| Thermal Foundation        | thermalfoundation:blizz_bolt        | EntityBlizzBolt             |   3 |
+---------------------------+-------------------------------------+-----------------------------+-----+
| Mod name                  | Registry name                       | Entity class name           |  ID |
+---------------------------+-------------------------------------+-----------------------------+-----+
