+-------------------------------+------------------------------------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+-------------------------------+------------------------------------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------+
| Mod name                      | Registry name                                                                | BlockID | Subtypes | Item ID | Item meta | Display name                                         | Exists | Ore Dict keys                             |
| Better Nether                 | betternether:agave                                                           |     289 |    false |    4140 |         0 | Agave                                                | true   |                                           |
| Better Nether                 | betternether:barrel_cactus                                                   |     288 |    false |    4139 |         0 | Barrel Cactus                                        | true   |                                           |
| Better Nether                 | betternether:black_apple                                                     |     295 |    false |         |           | tile.black_apple.name                                | true   |                                           |
| Better Nether                 | betternether:black_apple_seed                                                |     296 |    false |    4145 |         0 | Black Apple Seed                                     | true   |                                           |
| Better Nether                 | betternether:black_bush                                                      |     290 |    false |    4141 |         0 | Black Bush                                           | true   |                                           |
| Better Nether                 | betternether:block_eyeball                                                   |     253 |    false |    4113 |         0 | Eyeball Block                                        | true   |                                           |
| Better Nether                 | betternether:block_eyeball_small                                             |     254 |    false |    4114 |         0 | Small Eyeball Block                                  | true   |                                           |
| Better Nether                 | betternether:bone_block                                                      |     322 |    false |    4168 |         0 | Compressed Bone Block                                | true   |                                           |
| Better Nether                 | betternether:bone_button                                                     |     326 |    false |    4171 |         0 | Bone Button                                          | true   |                                           |
| Better Nether                 | betternether:bone_cincinnasite_door                                          |     352 |    false |    4195 |         0 | Bone-Cincinnasite Door                               | true   |                                           |
| Better Nether                 | betternether:bone_mushroom                                                   |     334 |    false |    4178 |         0 | Bone Mushroom Spores                                 | true   |                                           |
| Better Nether                 | betternether:bone_plate                                                      |     327 |    false |    4172 |         0 | Bone Pressure Plate                                  | true   |                                           |
| Better Nether                 | betternether:bone_reed_door                                                  |     351 |    false |    4194 |         0 | Bone-Reed Door                                       | true   |                                           |
| Better Nether                 | betternether:bone_slab_double                                                |     325 |    false |         |           | tile.bone_slab_double.name                           | true   |                                           |
| Better Nether                 | betternether:bone_slab_half                                                  |     324 |    false |    4170 |         0 | Bone Slab                                            | true   |                                           |
| Better Nether                 | betternether:bone_stairs                                                     |     323 |    false |    4169 |         0 | Bone Stairs                                          | true   |                                           |
| Better Nether                 | betternether:bone_tile                                                       |     337 |    false |    4181 |         0 | Bone Tile                                            | true   |                                           |
| Better Nether                 | betternether:bone_wall                                                       |     329 |    false |    4174 |         0 | Bone Wall                                            | true   |                                           |
| Better Nether                 | betternether:brown_large_mushroom                                            |     300 |    false |         |           | tile.brown_large_mushroom.name                       | true   |                                           |
| Better Nether                 | betternether:chest_of_drawers                                                |     355 |    false |    4197 |         0 | tile.chest_of_drawers.name                           | true   |                                           |
| Better Nether                 | betternether:cincinnasite_bars                                               |     346 |    false |    4189 |         0 | Cincinnasite Bars                                    | true   |                                           |
| Better Nether                 | betternether:cincinnasite_block                                              |     305 |    false |    4152 |         0 | Cincinnasite Block                                   | true   |                                           |
| Better Nether                 | betternether:cincinnasite_brick_plate                                        |     309 |    false |    4156 |         0 | Cincinnasite Brick Plate                             | true   |                                           |
| Better Nether                 | betternether:cincinnasite_bricks                                             |     308 |    false |    4155 |         0 | Cincinnasite Bricks                                  | true   |                                           |
| Better Nether                 | betternether:cincinnasite_bricks_pillar                                      |     336 |    false |    4180 |         0 | Cincinnasite Brick Pillar                            | true   |                                           |
| Better Nether                 | betternether:cincinnasite_button                                             |     313 |    false |    4159 |         0 | Cincinnasite Button                                  | true   |                                           |
| Better Nether                 | betternether:cincinnasite_carved                                             |     318 |    false |    4164 |         0 | Cincinnasite Carved                                  | true   |                                           |
| Better Nether                 | betternether:cincinnasite_fire_bowl                                          |     328 |    false |    4173 |         0 | Cincinnasite Fire Bowl                               | true   |                                           |
| Better Nether                 | betternether:cincinnasite_forge                                              |     349 |    false |    4192 |         0 | Cincinnasite Forge                                   | true   |                                           |
| Better Nether                 | betternether:cincinnasite_forged                                             |     306 |    false |    4153 |         0 | Forged Cincinnasite Block                            | true   | blockCincinnasite                         |
| Better Nether                 | betternether:cincinnasite_frame                                              |     342 |    false |    4185 |         0 | Cincinnasite Frame                                   | true   |                                           |
| Better Nether                 | betternether:cincinnasite_lantern                                            |     315 |    false |    4161 |         0 | Cincinnasite Lantern                                 | true   |                                           |
| Better Nether                 | betternether:cincinnasite_ore                                                |     304 |    false |    4151 |         0 | Cincinnasite Ore                                     | true   |                                           |
| Better Nether                 | betternether:cincinnasite_pedestal                                           |     338 |    false |    4182 |         0 | Cincinnasite Pedestal                                | true   |                                           |
| Better Nether                 | betternether:cincinnasite_pillar                                             |     307 |    false |    4154 |         0 | Cincinnasite Pillar                                  | true   | blockCincinnasite                         |
| Better Nether                 | betternether:cincinnasite_plate                                              |     314 |    false |    4160 |         0 | Cincinnasite Plate                                   | true   |                                           |
| Better Nether                 | betternether:cincinnasite_pot                                                |     340 |    false |    4184 |         0 | Cincinnasite Pot                                     | true   |                                           |
| Better Nether                 | betternether:cincinnasite_slab_double                                        |     312 |    false |         |           | tile.cincinnasite_slab_double.name                   | true   |                                           |
| Better Nether                 | betternether:cincinnasite_slab_half                                          |     311 |    false |    4158 |         0 | Cincinnasite Slab                                    | true   |                                           |
| Better Nether                 | betternether:cincinnasite_stairs                                             |     310 |    false |    4157 |         0 | Cincinnasite Stairs                                  | true   |                                           |
| Better Nether                 | betternether:cincinnasite_tile_large                                         |     316 |    false |    4162 |         0 | Large Cincinnasite Tile                              | true   | blockCincinnasite                         |
| Better Nether                 | betternether:cincinnasite_tile_small                                         |     317 |    false |    4163 |         0 | Small Cincinnasite Tile                              | true   | blockCincinnasite                         |
| Better Nether                 | betternether:cincinnasite_wall                                               |     321 |    false |    4167 |         0 | Cincinnasite Wall                                    | true   |                                           |
| Better Nether                 | betternether:egg_plant                                                       |     294 |    false |    4144 |         0 | Egg Plant                                            | true   |                                           |
| Better Nether                 | betternether:eye_seed                                                        |     257 |    false |    4115 |         0 | Eye Seed                                             | true   |                                           |
| Better Nether                 | betternether:eye_vine                                                        |     256 |    false |         |           | tile.eye_vine.name                                   | true   |                                           |
| Better Nether                 | betternether:gray_mold                                                       |     303 |    false |    4150 |         0 | Gray Mold                                            | true   |                                           |
| Better Nether                 | betternether:ink_bush                                                        |     291 |    false |         |           | Ink Bush                                             | true   |                                           |
| Better Nether                 | betternether:ink_bush_seed                                                   |     292 |    false |    4142 |         0 | Ink Bush Seed                                        | true   |                                           |
| Better Nether                 | betternether:lucis_mushroom                                                  |     284 |    false |         |           | tile.lucis_mushroom.name                             | true   |                                           |
| Better Nether                 | betternether:lucis_spore                                                     |     285 |    false |    4136 |         0 | Lucis Spore                                          | true   |                                           |
| Better Nether                 | betternether:magma_flower                                                    |     297 |    false |    4146 |         0 | Magma flower seed                                    | true   |                                           |
| Better Nether                 | betternether:nether_brick_tile_large                                         |     319 |    false |    4165 |         0 | Large Nether Brick Tile                              | true   |                                           |
| Better Nether                 | betternether:nether_brick_tile_slab_double                                   |     332 |    false |         |           | tile.nether_brick_tile_slab_double.name              | true   |                                           |
| Better Nether                 | betternether:nether_brick_tile_slab_half                                     |     331 |    false |    4176 |         0 | Small Nether Brick Tile Slab                         | true   |                                           |
| Better Nether                 | betternether:nether_brick_tile_small                                         |     320 |    false |    4166 |         0 | Small Nether Brick Tile                              | true   |                                           |
| Better Nether                 | betternether:nether_brick_tile_stairs                                        |     333 |    false |    4177 |         0 | Small Nether Brick Tile Stairs                       | true   |                                           |
| Better Nether                 | betternether:nether_brick_wall                                               |     330 |    false |    4175 |         0 | Nether Brick Wall                                    | true   |                                           |
| Better Nether                 | betternether:nether_cactus                                                   |     286 |    false |    4137 |         0 | Nether Cactus                                        | true   |                                           |
| Better Nether                 | betternether:nether_grass                                                    |     259 |    false |    4117 |         0 | Nether Grass                                         | true   | plant                                     |
| Better Nether                 | betternether:nether_mycelium                                                 |     298 |    false |    4147 |         0 | Nether Mycelium                                      | true   |                                           |
| Better Nether                 | betternether:nether_reed                                                     |     260 |    false |    4118 |         0 | Nether Reed                                          | true   |                                           |
| Better Nether                 | betternether:netherrack_furnace                                              |     350 |    false |    4193 |         0 | Netherrack Furnace                                   | true   |                                           |
| Better Nether                 | betternether:netherrack_moss                                                 |     258 |    false |    4116 |         0 | Nether Moss                                          | true   |                                           |
| Better Nether                 | betternether:orange_mushroom                                                 |     301 |    false |    4148 |         0 | Orange Mushroom                                      | true   |                                           |
| Better Nether                 | betternether:pig_statue_01                                                   |     339 |    false |    4183 |         0 | Respawner Statue                                     | true   |                                           |
| Better Nether                 | betternether:potted_plant_1                                                  |     341 |    false |         |           | Potted Plant                                         | true   |                                           |
| Better Nether                 | betternether:quartz_glass                                                    |     343 |    false |    4186 |         0 | Quartz Glass                                         | true   | blockQuartzGlass                          |
| Better Nether                 | betternether:quartz_glass_framed                                             |     344 |    false |    4187 |         0 | Framed Quartz Glass                                  | true   |                                           |
| Better Nether                 | betternether:quartz_glass_framed_pane                                        |     348 |    false |    4191 |         0 | Framed Quartz Glass Pane                             | true   |                                           |
| Better Nether                 | betternether:quartz_glass_pane                                               |     347 |    false |    4190 |         0 | Quartz Glass Pane                                    | true   | paneQuartzGlass                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |         0 | Quartz Stained Glass White                           | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |         1 | Quartz Stained Glass Orange                          | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |         2 | Quartz Stained Glass Magenta                         | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |         3 | Quartz Stained Glass Light Blue                      | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |         4 | Quartz Stained Glass Yellow                          | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |         5 | Quartz Stained Glass Lime                            | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |         6 | Quartz Stained Glass Pink                            | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |         7 | Quartz Stained Glass Gray                            | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |         8 | Quartz Stained Glass Silver                          | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |         9 | Quartz Stained Glass Cyan                            | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |        10 | Quartz Stained Glass Purple                          | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |        11 | Quartz Stained Glass Blue                            | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |        12 | Quartz Stained Glass Brown                           | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |        13 | Quartz Stained Glass Green                           | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |        14 | Quartz Stained Glass Red                             | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass                                            |     345 |     true |    4188 |        15 | Quartz Stained Glass Black                           | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |         0 | Framed Quartz Stained Glass White                    | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |         1 | Framed Quartz Stained Glass Orange                   | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |         2 | Framed Quartz Stained Glass Magenta                  | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |         3 | Framed Quartz Stained Glass Light Blue               | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |         4 | Framed Quartz Stained Glass Yellow                   | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |         5 | Framed Quartz Stained Glass Lime                     | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |         6 | Framed Quartz Stained Glass Pink                     | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |         7 | Framed Quartz Stained Glass Gray                     | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |         8 | Framed Quartz Stained Glass Silver                   | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |         9 | Framed Quartz Stained Glass Cyan                     | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |        10 | Framed Quartz Stained Glass Purple                   | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |        11 | Framed Quartz Stained Glass Blue                     | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |        12 | Framed Quartz Stained Glass Brown                    | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |        13 | Framed Quartz Stained Glass Green                    | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |        14 | Framed Quartz Stained Glass Red                      | true   |                                           |
| Better Nether                 | betternether:quartz_stained_glass_framed                                     |     353 |     true |    4196 |        15 | Framed Quartz Stained Glass Black                    | true   |                                           |
| Better Nether                 | betternether:red_large_mushroom                                              |     299 |    false |         |           | tile.red_large_mushroom.name                         | true   |                                           |
| Better Nether                 | betternether:red_mold                                                        |     302 |    false |    4149 |         0 | Red Mold                                             | true   |                                           |
| Better Nether                 | betternether:reeds_block                                                     |     276 |    false |    4129 |         0 | Reeds Block                                          | true   | blockPlanks                               |
| Better Nether                 | betternether:reeds_button                                                    |     282 |    false |    4134 |         0 | Reeds Button                                         | true   |                                           |
| Better Nether                 | betternether:reeds_fence                                                     |     280 |    false |    4132 |         0 | Reeds Fence                                          | true   |                                           |
| Better Nether                 | betternether:reeds_gate                                                      |     281 |    false |    4133 |         0 | Reeds Gate                                           | true   |                                           |
| Better Nether                 | betternether:reeds_ladder                                                    |     335 |    false |    4179 |         0 | Reeds Ladder                                         | true   |                                           |
| Better Nether                 | betternether:reeds_plate                                                     |     283 |    false |    4135 |         0 | Reeds Pressure Plate                                 | true   |                                           |
| Better Nether                 | betternether:reeds_slab_double                                               |     279 |    false |         |           | tile.reeds_slab_double.name                          | true   |                                           |
| Better Nether                 | betternether:reeds_slab_half                                                 |     278 |    false |    4131 |         0 | Reeds Slab                                           | true   | slabPlanks                                |
| Better Nether                 | betternether:reeds_stairs                                                    |     277 |    false |    4130 |         0 | Reeds Stairs                                         | true   |                                           |
| Better Nether                 | betternether:smoker                                                          |     293 |    false |    4143 |         0 | Smoker                                               | true   |                                           |
| Better Nether                 | betternether:stalagnate_bark                                                 |     267 |    false |    4121 |         0 | Stalagnate Bark                                      | true   |                                           |
| Better Nether                 | betternether:stalagnate_bottom                                               |     262 |    false |         |           | tile.stalagnate_bottom.name                          | true   |                                           |
| Better Nether                 | betternether:stalagnate_bowl_placed                                          |     354 |    false |         |           | Stalagnate Bowl                                      | true   |                                           |
| Better Nether                 | betternether:stalagnate_middle                                               |     263 |    false |         |           | Stalagnate                                           | true   |                                           |
| Better Nether                 | betternether:stalagnate_planks                                               |     268 |    false |    4122 |         0 | Stalagnate Planks                                    | true   | blockPlanks                               |
| Better Nether                 | betternether:stalagnate_planks_button                                        |     274 |    false |    4127 |         0 | Stalagnate Button                                    | true   |                                           |
| Better Nether                 | betternether:stalagnate_planks_fence                                         |     272 |    false |    4125 |         0 | Stalagnate Fence                                     | true   |                                           |
| Better Nether                 | betternether:stalagnate_planks_gate                                          |     273 |    false |    4126 |         0 | Stalagnate Gate                                      | true   |                                           |
| Better Nether                 | betternether:stalagnate_planks_plate                                         |     275 |    false |    4128 |         0 | Stalagnate Pressure Plate                            | true   |                                           |
| Better Nether                 | betternether:stalagnate_planks_slab_double                                   |     271 |    false |         |           | tile.stalagnate_planks_slab_double.name              | true   |                                           |
| Better Nether                 | betternether:stalagnate_planks_slab_half                                     |     270 |    false |    4124 |         0 | Stalagnate Slab                                      | true   | slabPlanks                                |
| Better Nether                 | betternether:stalagnate_planks_stairs                                        |     269 |    false |    4123 |         0 | Stalagnate Stairs                                    | true   |                                           |
| Better Nether                 | betternether:stalagnate_seed                                                 |     265 |    false |    4120 |         0 | Stalagnate Seed                                      | true   |                                           |
| Better Nether                 | betternether:stalagnate_seed_bottom                                          |     266 |    false |         |           | Stalagnate Seed                                      | true   |                                           |
| Better Nether                 | betternether:stalagnate_stem                                                 |     261 |    false |    4119 |         0 | Stalagnate                                           | true   | blockWood                                 |
| Better Nether                 | betternether:stalagnate_top                                                  |     264 |    false |         |           | Stalagnate                                           | true   |                                           |
| Better Nether                 | betternether:wart_seed                                                       |     287 |    false |    4138 |         0 | Wart Seed                                            | true   |                                           |
| BiblioCraft                   | bibliocraft:armorstand                                                       |    1148 |     true |    5497 |         0 | Oak Armor Stand                                      | true   |                                           |
| BiblioCraft                   | bibliocraft:armorstand                                                       |    1148 |     true |    5497 |         1 | Spruce Armor Stand                                   | true   |                                           |
| BiblioCraft                   | bibliocraft:armorstand                                                       |    1148 |     true |    5497 |         2 | Birch Armor Stand                                    | true   |                                           |
| BiblioCraft                   | bibliocraft:armorstand                                                       |    1148 |     true |    5497 |         3 | Jungle Armor Stand                                   | true   |                                           |
| BiblioCraft                   | bibliocraft:armorstand                                                       |    1148 |     true |    5497 |         4 | Acacia Armor Stand                                   | true   |                                           |
| BiblioCraft                   | bibliocraft:armorstand                                                       |    1148 |     true |    5497 |         5 | Dark Oak Armor Stand                                 | true   |                                           |
| BiblioCraft                   | bibliocraft:armorstand                                                       |    1148 |     true |    5497 |         6 | Framed Armor Stand                                   | true   |                                           |
| BiblioCraft                   | bibliocraft:bell                                                             |    1149 |    false |    5498 |         0 | Desk Bell                                            | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcase                                                         |    1118 |     true |    5467 |         0 | Oak Bookcase                                         | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcase                                                         |    1118 |     true |    5467 |         1 | Spruce Bookcase                                      | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcase                                                         |    1118 |     true |    5467 |         2 | Birch Bookcase                                       | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcase                                                         |    1118 |     true |    5467 |         3 | Jungle Bookcase                                      | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcase                                                         |    1118 |     true |    5467 |         4 | Acacia Bookcase                                      | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcase                                                         |    1118 |     true |    5467 |         5 | Dark Oak Bookcase                                    | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcase                                                         |    1118 |     true |    5467 |         6 | Framed Bookcase                                      | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcasecreative                                                 |    1119 |     true |    5468 |         0 | Oak Creative Bookcase                                | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcasecreative                                                 |    1119 |     true |    5468 |         1 | Spruce Creative Bookcase                             | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcasecreative                                                 |    1119 |     true |    5468 |         2 | Birch Creative Bookcase                              | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcasecreative                                                 |    1119 |     true |    5468 |         3 | Jungle Creative Bookcase                             | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcasecreative                                                 |    1119 |     true |    5468 |         4 | Acacia Creative Bookcase                             | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcasecreative                                                 |    1119 |     true |    5468 |         5 | Dark Oak Creative Bookcase                           | true   |                                           |
| BiblioCraft                   | bibliocraft:bookcasecreative                                                 |    1119 |     true |    5468 |         6 | Framed Creative Bookcase                             | true   |                                           |
| BiblioCraft                   | bibliocraft:case                                                             |    1138 |     true |    5487 |         0 | Oak Case                                             | true   |                                           |
| BiblioCraft                   | bibliocraft:case                                                             |    1138 |     true |    5487 |         1 | Spruce Case                                          | true   |                                           |
| BiblioCraft                   | bibliocraft:case                                                             |    1138 |     true |    5487 |         2 | Birch Case                                           | true   |                                           |
