+-----+--------------------------------------------+------------------------------+-------+----------+------+-------+---------+------------+-------------------------------------------------------------------+---------------------+
|  ID | Registry name                              | Biome name                   | temp. | temp cat | rain |  snow | oceanic | BiomeType  | BiomeDictionary.Type                                              | Valid for           |
|  49 | environs:tall_oak_forest_m                 | Tall Oak Forest M            |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                            | stronghold          |
|  50 | environs:tall_oak_wetland                  | Tall Oak Wetland             |  0.80 | MEDIUM   | 0.90 | false | false   | WARM       | SWAMP                                                             | stronghold          |
|  51 | environs:roofed_swamp                      | Roofed Swamp                 |  0.80 | MEDIUM   | 0.90 | false | false   | WARM       | SWAMP                                                             | stronghold          |
|  52 | environs:mushroom_rainforest               | Mushroom Rainforest          |  0.50 | MEDIUM   | 0.50 | false | false   | WARM       | FOREST, LUSH                                                      | stronghold          |
|  53 | environs:overgrown_plains                  | Overgrown Plains             |  0.95 | MEDIUM   | 0.50 | false | false   | WARM       | LUSH, PLAINS                                                      | stronghold, village |
|  54 | environs:kakadu                            | Kakadu                       |  0.80 | MEDIUM   | 0.80 | false | false   | WARM       | JUNGLE, LUSH, PLAINS                                              | stronghold, village |
|  55 | environs:lush_forest                       | Lush Forest                  |  0.95 | MEDIUM   | 0.95 | false | false   | WARM       | DENSE, FOREST, JUNGLE, WET                                        | stronghold          |
|  56 | environs:wasteland_spikes                  | Wasteland Spikes             |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DEAD                                                              | stronghold, village |
|  57 | environs:wasteland_eroded                  | Eroded Wasteland             |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DEAD                                                              | stronghold, village |
|  58 | environs:dry_oak_forest                    | Dry Oak Forest               |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DEAD, FOREST                                                      | stronghold          |
|  59 | environs:dry_oak_forest_m                  | Dry Oak Forest M             |  2.00 | WARM     | 0.00 | false | false   | DESERT     | DEAD, FOREST                                                      | stronghold          |
|  60 | environs:sandstone_ranges                  | Sandstone Ranges             |  0.80 | MEDIUM   | 0.50 | false | false   | DESERT     | DRY, SANDY                                                        | stronghold, village |
|  61 | environs:icy_hills                         | Icy Hills                    | -0.50 | COLD     | 0.50 |  true | false   | ICY        | COLD, CONIFEROUS                                                  | stronghold, village |
|  62 | environs:cold_pine_taiga                   | Cold Pine Taiga              | -0.50 | COLD     | 0.40 |  true | false   | ICY        | COLD, CONIFEROUS                                                  | stronghold          |
|  63 | environs:cold_pine_taiga_m                 | Cold Pine Taiga M            | -0.50 | COLD     | 0.40 |  true | false   | ICY        | COLD, CONIFEROUS                                                  | stronghold          |
|  64 | netherex:ruthless_sands                    | Ruthless Sands               |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, NETHER, SANDY                                           | stronghold          |
|  65 | netherex:fungi_forest                      | Fungi Forest                 |  1.10 | WARM     | 0.00 | false | false   |            | COLD, MUSHROOM, NETHER, WET                                       | stronghold          |
|  66 | netherex:torrid_wasteland                  | Torrid Wasteland             |  4.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, NETHER, WASTELAND                                       | stronghold          |
|  67 | netherex:arctic_abyss                      | Arctic Abyss                 |  0.00 | COLD     | 0.00 | false | false   |            | COLD, NETHER, WET                                                 | stronghold          |
|  68 | nt:aegean_archipelago                      | Aegean Archipelago           |  0.50 | OCEAN    | 0.30 | false | false   | WARM       | OCEAN, WATER                                                      | stronghold          |
|  69 | nt:alium_meadow                            | Alium Meadow                 |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | MAGICAL, PLAINS, RARE                                             | stronghold, village |
|  70 | nt:autumn_forest                           | Autumn Forest                |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                            | stronghold, village |
|  71 | nt:autumn_forest_hills                     | Autumn Forest Hills          |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                            | stronghold          |
|  72 | nt:birch_hills                             | Birch Hills                  |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | HILLS                                                             | stronghold, village |
|  73 | nt:blossom_forest                          | Blossom Forest               |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST, MAGICAL                                                   | stronghold, village |
|  74 | nt:blossom_forest_hills                    | Blossom Forest Hills         |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST, MAGICAL                                                   | stronghold          |
|  75 | nt:estuary                                 | Estuary                      |  0.80 | MEDIUM   | 0.90 | false | false   | WARM       | RIVER, SWAMP, WATER                                               | stronghold          |
|  76 | nt:fen                                     | Fen                          |  0.80 | MEDIUM   | 0.90 | false | false   | WARM       | SWAMP, WET                                                        | stronghold          |
|  77 | nt:fungal_jungle                           | Fungal Jungle                |  0.95 | MEDIUM   | 0.90 | false | false   | WARM       | JUNGLE, MAGICAL, MUSHROOM, RARE                                   | stronghold, village |
|  78 | nt:fungal_jungle_hills                     | Fungal Jungle Hills          |  0.95 | MEDIUM   | 0.90 | false | false   | WARM       | JUNGLE, MAGICAL, MUSHROOM, RARE                                   | stronghold          |
|  79 | nt:grass_hills                             | Grass Hills                  |  0.20 | MEDIUM   | 0.30 | false | false   | WARM       | PLAINS                                                            | stronghold, village |
|  80 | nt:green_mixed_forest                      | Green Mixed Forest           |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                            | stronghold, village |
|  81 | nt:green_mixed_forest_hills                | Green Mixed Forest Hills     |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                            | stronghold          |
|  82 | nt:green_swamp                             | Green Swamp                  |  0.80 | MEDIUM   | 0.90 | false | false   | WARM       | SWAMP                                                             | stronghold          |
|  83 | nt:heath                                   | Heath                        |  0.90 | MEDIUM   | 0.50 | false | false   | WARM       | PLAINS, SAVANNA                                                   | stronghold, village |
|  84 | nt:highland                                | Highland                     |  0.70 | MEDIUM   | 0.20 | false | false   | WARM       | HILLS                                                             | stronghold, village |
|  85 | nt:hills                                   | Hills                        |  0.70 | MEDIUM   | 0.30 | false | false   | WARM       | HILLS                                                             | stronghold, village |
|  86 | nt:hotspring                               | Hot Spring                   |  1.00 | WARM     | 0.50 | false | false   | WARM       | WET                                                               | stronghold          |
|  87 | nt:lake                                    | Lake                         |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | CONIFEROUS, WATER                                                 | stronghold          |
|  88 | nt:lowland                                 | Lowland                      |  0.40 | MEDIUM   | 1.00 | false | false   | WARM       | CONIFEROUS, WET                                                   | stronghold          |
|  89 | nt:meadow                                  | Meadow                       |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | PLAINS                                                            | stronghold, village |
|  90 | nt:mixed_forest                            | Mixed Forest                 |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                            | stronghold, village |
|  91 | nt:mixed_forest_hills                      | Mixed Forest Hills           |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                            | stronghold          |
|  92 | nt:monsoon_forest                          | Monsoon Forest               |  0.95 | MEDIUM   | 2.00 | false | false   | WARM       | JUNGLE, RARE, WET                                                 | stronghold          |
|  93 | nt:moorland                                | Moorland                     |  0.47 | MEDIUM   | 1.50 | false | false   | WARM       | HILLS                                                             | stronghold, village |
|  94 | nt:mountains                               | Mountains                    |  0.20 | MEDIUM   | 0.30 | false | false   | WARM       | MOUNTAIN                                                          | stronghold, village |
|  95 | nt:oak_forest                              | Oak Forest                   |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                            | stronghold, village |
|  96 | nt:oak_forest_hills                        | Oak Forest Hills             |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                            | stronghold          |
|  97 | nt:poppy_meadow                            | Poppy Meadow                 |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | MAGICAL, PLAINS, RARE                                             | stronghold, village |
|  98 | nt:royal_forest                            | Royal Forest                 |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST, MAGICAL                                                   | stronghold, village |
|  99 | nt:royal_forest_hills                      | Royal Forest Hills           |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST, MAGICAL                                                   | stronghold          |
| 100 | nt:tall_oak_forest                         | Tall Oak Forest              |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                            | stronghold, village |
| 101 | nt:tall_oak_forest_hills                   | Tall Oak Forest Hills        |  0.70 | MEDIUM   | 0.80 | false | false   | WARM       | FOREST                                                            | stronghold          |
| 102 | nt:white_orchard                           | White Orchard                |  1.00 | WARM     | 0.40 | false | false   | WARM       | PLAINS                                                            | stronghold, village |
| 103 | nt:pink_beach                              | Pink Beach                   |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                               | stronghold          |
| 104 | nt:purple_beach                            | Purple Beach                 |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                               | stronghold          |
| 105 | nt:orange_beach                            | Orange Beach                 |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                               | stronghold          |
| 106 | nt:white_beach                             | White Beach                  |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                               | stronghold          |
| 107 | nt:black_beach                             | Black Beach                  |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                               | stronghold          |
| 108 | nt:iron_beach                              | Iron Beach                   |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                               | stronghold          |
| 109 | nt:olivine_beach                           | Olivine Beach                |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                               | stronghold          |
| 110 | nt:brown_beach                             | Brown Beach                  |  0.80 | MEDIUM   | 0.40 | false | false   | WARM       | BEACH, OCEAN, WATER                                               | stronghold          |
| 111 | nt:autumn_taiga                            | Autumn Taiga                 |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                                        | stronghold, village |
| 112 | nt:autumn_taiga_hills                      | Autumn Taiga Hills           |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                                        | stronghold          |
| 113 | nt:blue_taiga                              | Blue Taiga                   |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                                        | stronghold, village |
| 114 | nt:blue_taiga_hills                        | Blue Taiga Hills             |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                                        | stronghold          |
| 115 | nt:cliffs                                  | Cliffs                       |  0.70 | MEDIUM   | 0.30 | false | false   | COOL       | CONIFEROUS, MOUNTAIN                                              | stronghold          |
| 116 | nt:stone_fields                            | Stone Fields                 |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | PLAINS                                                            | stronghold, village |
| 117 | nt:maple_forest                            | Maple Forest                 |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                                        | stronghold, village |
| 118 | nt:maple_forest_hills                      | Maple Forest Hills           |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                                        | stronghold          |
| 119 | nt:mega_autumn_taiga                       | Mega Autumn Taiga            |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, RARE                                                  | stronghold, village |
| 120 | nt:mega_autumn_taiga_hills                 | Mega Autumn Taiga Hills      |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, RARE                                                  | stronghold          |
| 121 | nt:mega_blue_taiga                         | Mega Blue Taiga              |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, RARE                                                  | stronghold, village |
| 122 | nt:mega_blue_taiga_hills                   | Mega Blue Taiga Hills        |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, RARE                                                  | stronghold          |
| 123 | nt:mega_maple_forest                       | Mega Maple Forest            |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, RARE                                                  | stronghold, village |
| 124 | nt:mega_maple_forest_hills                 | Mega Maple Forest Hills      |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, RARE                                                  | stronghold          |
| 125 | nt:pineland                                | Pineland                     |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS, HILLS                                                 | stronghold, village |
| 126 | nt:rocky_taiga                             | Rocky Taiga                  |  0.25 | MEDIUM   | 0.80 | false | false   | COOL       | CONIFEROUS                                                        | stronghold, village |
| 127 | minecraft:void                             | The Void                     |  0.50 | MEDIUM   | 0.50 | false | false   |            | VOID                                                              | stronghold          |
| 128 | nt:shrubland                               | Shrubland                    |  0.80 | MEDIUM   | 0.40 | false | false   | COOL       | CONIFEROUS                                                        | stronghold, village |
| 129 | minecraft:mutated_plains                   | Sunflower Plains             |  0.80 | MEDIUM   | 0.40 | false | false   |            | PLAINS, RARE                                                      | stronghold, village |
| 130 | minecraft:mutated_desert                   | Desert M                     |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, RARE, SANDY                                             | stronghold, village |
| 131 | minecraft:mutated_extreme_hills            | Extreme Hills M              |  0.20 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN, RARE, SPARSE                                            | stronghold          |
| 132 | minecraft:mutated_forest                   | Flower Forest                |  0.70 | MEDIUM   | 0.80 | false | false   |            | FOREST, HILLS, RARE                                               | stronghold, village |
| 133 | minecraft:mutated_taiga                    | Taiga M                      |  0.25 | MEDIUM   | 0.80 | false | false   |            | COLD, CONIFEROUS, FOREST, MOUNTAIN, RARE                          | stronghold, village |
| 134 | minecraft:mutated_swampland                | Swampland M                  |  0.80 | MEDIUM   | 0.90 | false | false   |            | HILLS, RARE, SWAMP, WET                                           | village             |
| 135 | nt:stone_mountains                         | Stone Mountains              |  0.20 | MEDIUM   | 0.30 | false | false   | COOL       | MOUNTAIN                                                          | stronghold          |
| 136 | nt:clayland                                | Clayland                     |  0.90 | MEDIUM   | 0.30 | false | false   | DESERT     | SAVANNA                                                           | stronghold, village |
| 137 | nt:lush_desert                             | Lush Desert                  |  0.95 | MEDIUM   | 0.90 | false | false   | DESERT     | JUNGLE, LUSH, SAVANNA                                             | stronghold, village |
| 138 | nt:red_sand_dune                           | Red Sand Dune                |  2.00 | WARM     | 0.00 | false | false   | DESERT     | SANDY                                                             | stronghold, village |
| 139 | nt:rockland                                | Rockland                     |  0.90 | MEDIUM   | 0.30 | false | false   | DESERT     | SAVANNA                                                           | stronghold, village |
| 140 | minecraft:mutated_ice_flats                | Ice Plains Spikes            |  0.00 | COLD     | 0.50 |  true | false   |            | COLD, HILLS, RARE, SNOWY                                          | stronghold, village |
| 141 | nt:sahel                                   | Sahel                        |  0.90 | MEDIUM   | 1.00 | false | false   | DESERT     | SANDY                                                             | stronghold, village |
| 142 | nt:sand_dune                               | Sand Dune                    |  2.00 | WARM     | 0.00 | false | false   | DESERT     | SANDY                                                             | stronghold, village |
| 143 | nt:sandy_mountains                         | Sandy Mountains              |  2.00 | WARM     | 0.00 | false | false   | DESERT     | MOUNTAIN, SANDY                                                   | stronghold          |
| 144 | nt:scrubland                               | Scrubland                    |  1.20 | WARM     | 0.00 | false | false   | DESERT     | SAVANNA                                                           | stronghold, village |
| 145 | nt:tropical_desert                         | Tropical Desert              |  0.95 | MEDIUM   | 1.00 | false | false   | DESERT     | JUNGLE, LUSH, SAVANNA                                             | stronghold, village |
| 146 | nt:alps                                    | Alps                         |  0.20 | MEDIUM   | 0.30 | false | false   | ICY        | CONIFEROUS, MOUNTAIN, SNOWY                                       | stronghold, village |
| 147 | nt:cold_birch_forest                       | Cold Birch Forest            |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                                     | stronghold, village |
| 148 | nt:cold_birch_forest_hills                 | Cold Birch Forest Hills      |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                                     | stronghold          |
| 149 | minecraft:mutated_jungle                   | Jungle M                     |  0.95 | MEDIUM   | 0.90 | false | false   |            | DENSE, HOT, JUNGLE, MOUNTAIN, RARE, WET                           | stronghold, village |
| 150 | nt:cold_blue_taiga                         | Cold Blue Taiga              | -0.50 | COLD     | 0.40 |  true | false   | ICY        | CONIFEROUS, SNOWY                                                 | stronghold, village |
| 151 | minecraft:mutated_jungle_edge              | JungleEdge M                 |  0.95 | MEDIUM   | 0.80 | false | false   |            | HILLS, HOT, JUNGLE, RARE, SPARSE                                  | stronghold          |
| 152 | nt:cold_blue_taiga_hills                   | Cold Blue Taiga Hills        | -0.50 | COLD     | 0.40 |  true | false   | ICY        | CONIFEROUS, SNOWY                                                 | stronghold          |
| 153 | nt:cold_desert                             | Cold Desert                  | -2.00 | COLD     | 0.80 |  true | false   | ICY        | COLD                                                              | stronghold, village |
| 154 | nt:cold_flower_forest                      | Cold Flower Forest           |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                                     | stronghold, village |
| 155 | minecraft:mutated_birch_forest             | Birch Forest M               |  0.60 | MEDIUM   | 0.60 | false | false   |            | DENSE, FOREST, HILLS, RARE, SUPER_BIRCH_TREES, THEMED_TREES       | stronghold          |
| 156 | minecraft:mutated_birch_forest_hills       | Birch Forest Hills M         |  0.60 | MEDIUM   | 0.60 | false | false   |            | DENSE, FOREST, MOUNTAIN, RARE, SUPER_BIRCH_TREES, THEMED_TREES    | stronghold          |
| 157 | minecraft:mutated_roofed_forest            | Roofed Forest M              |  0.70 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, MOUNTAIN, RARE, SPOOKY                             | stronghold          |
| 158 | minecraft:mutated_taiga_cold               | Cold Taiga M                 | -0.50 | COLD     | 0.40 |  true | false   |            | COLD, CONIFEROUS, FOREST, MOUNTAIN, RARE, SNOWY                   | stronghold, village |
| 159 | nt:cold_flower_forest_hills                | Cold Flower Forest Hills     |  0.00 | COLD     | 0.80 |  true | false   | ICY        | FOREST, SNOWY                                                     | stronghold          |
| 160 | minecraft:mutated_redwood_taiga            | Mega Spruce Taiga            |  0.25 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, MEGA_TAIGA_SPRUCE_TREES, RARE, THEMED_TREES        | stronghold          |
| 161 | minecraft:mutated_redwood_taiga_hills      | Redwood Taiga Hills M        |  0.25 | MEDIUM   | 0.80 | false | false   |            | DENSE, FOREST, HILLS, MEGA_TAIGA_SPRUCE_TREES, RARE, THEMED_TREES | stronghold          |
| 162 | minecraft:mutated_extreme_hills_with_trees | Extreme Hills+ M             |  0.20 | MEDIUM   | 0.30 | false | false   |            | MOUNTAIN, RARE, SPARSE                                            | stronghold          |
| 163 | minecraft:mutated_savanna                  | Savanna M                    |  1.10 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SAVANNA, SPARSE                         | stronghold, village |
| 164 | minecraft:mutated_savanna_rock             | Savanna Plateau M            |  1.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SAVANNA, SPARSE                            | stronghold          |
| 165 | minecraft:mutated_mesa                     | Mesa (Bryce)                 |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HOT, MOUNTAIN, RARE, SPARSE                                  | stronghold          |
| 166 | minecraft:mutated_mesa_rock                | Mesa Plateau F M             |  2.00 | WARM     | 0.00 | false | false   |            | DRY, HILLS, HOT, RARE, SPARSE                                     | stronghold          |
