+-------------------------------+---------------------------------------------------------+---------+----------+----------+--------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                                                                                                                                            |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                                                                                                                                                    |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                                                                                                                                                  |
| *** ALSO ***                                                                                                                                                                                                                                                                                                                                                                               |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                                                                                                                                                  |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                                                                                                                                                   |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                                                                                                                                                  |
+-------------------------------+---------------------------------------------------------+---------+----------+----------+--------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Mod name                      | Registry name                                           | Item ID | Meta/dmg | Subtypes | Display name                               | Ore Dict keys                                                                                                                                                                                                       |
| Aquaculture                   | aquaculture:fish                                        |    4112 |        0 |     true | Bluegill                                   |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |        1 |     true | Perch                                      |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |        2 |     true | Gar                                        |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |        3 |     true | Bass                                       |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |        4 |     true | Muskellunge                                |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |        5 |     true | Brown Trout                                |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |        6 |     true | Catfish                                    |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |        7 |     true | Carp                                       |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |        8 |     true | Blowfish                                   |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |        9 |     true | Red Grouper                                |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       10 |     true | Salmon                                     |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       11 |     true | Tuna                                       |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       12 |     true | Sword Fish                                 |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       13 |     true | Shark                                      |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       14 |     true | Whale                                      |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       15 |     true | Squid                                      |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       16 |     true | Jellyfish                                  |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       17 |     true | Frog                                       |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       18 |     true | Turtle                                     |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       19 |     true | Leech                                      |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       20 |     true | Pirahna                                    |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       21 |     true | Electric Eel                               |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       22 |     true | Tambaqui                                   |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       23 |     true | Arapaima                                   |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       24 |     true | Cod                                        |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       25 |     true | Pollock                                    |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       26 |     true | Herring                                    |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       27 |     true | Halibut                                    |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       28 |     true | Pink Salmon                                |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       29 |     true | Rainbow Trout                              |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       30 |     true | Blackfish                                  |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       31 |     true | Capitaine                                  |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       32 |     true | Boulti                                     |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       33 |     true | Bagrid                                     |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       34 |     true | Syndontis                                  |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       35 |     true | Red Shrooma                                |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       36 |     true | Brown Shrooma                              |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       37 |     true | Goldfish                                   |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fish                                        |    4112 |       38 |     true | Fish Bones                                 |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:fishing_rod                                 |    4096 |        0 |    false | Wooden Fishing Rod                         |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:food                                        |    4102 |        0 |     true | Seaweed                                    | cropSeaweed                                                                                                                                                                                                         |
| Aquaculture                   | aquaculture:food                                        |    4102 |        1 |     true | Algae                                      |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:food                                        |    4102 |        2 |     true | Raw Whale Steak                            |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:food                                        |    4102 |        3 |     true | Raw Fish Fillet                            | listAllfishraw                                                                                                                                                                                                      |
| Aquaculture                   | aquaculture:food                                        |    4102 |        4 |     true | Cooked Fish Fillet                         | listAllfishcooked                                                                                                                                                                                                   |
| Aquaculture                   | aquaculture:food                                        |    4102 |        5 |     true | Cooked Whale Steak                         |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:food                                        |    4102 |        6 |     true | Cooked Whale Burger                        |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:food                                        |    4102 |        7 |     true | Frog Legs                                  |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:food                                        |    4102 |        8 |     true | Cooked Frog Legs                           |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:food                                        |    4102 |        9 |     true | Turtle Soup                                |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:food                                        |    4102 |       10 |     true | Sushi                                      |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:gold_fishing_rod                            |    4098 |        0 |    false | Golden Fishing Rod                         |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:iron_fishing_rod                            |    4097 |        0 |    false | Iron Fishing Rod                           |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:loot                                        |    4101 |        0 |     true | Driftwood                                  |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:loot                                        |    4101 |        1 |     true | Neptunium Ingot                            |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:loot                                        |    4101 |        2 |     true | Tin Can                                    |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:loot                                        |    4101 |        3 |     true | Message In A Bottle                        |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:loot                                        |    4101 |        4 |     true | Box                                        |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:loot                                        |    4101 |        5 |     true | Lockbox                                    |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:loot                                        |    4101 |        6 |     true | Treasure Chest                             |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:loot                                        |    4101 |        7 |     true | Neptune's Bounty                           |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:neptunium_axe                               |    4105 |        0 |    false | Neptunium Axe                              |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:neptunium_boots                             |    4111 |        0 |    false | Neptunium Boots                            |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:neptunium_chestplate                        |    4109 |        0 |    false | Neptunium Chestplate                       |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:neptunium_helmet                            |    4108 |        0 |    false | Neptunium Helmet                           |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:neptunium_hoe                               |    4106 |        0 |    false | Neptunium Hoe                              |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:neptunium_leggings                          |    4110 |        0 |    false | Neptunium Leggings                         |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:neptunium_pickaxe                           |    4103 |        0 |    false | Neptunium Pickaxe                          |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:neptunium_shovel                            |    4104 |        0 |    false | Neptunium Shovel                           |                                                                                                                                                                                                                     |
| Aquaculture                   | aquaculture:neptunium_sword                             |    4107 |        0 |    false | Neptunium Sword                            |                                                                                                                                                                                                                     |
| B.A.S.E                       | base:wrench                                             |    6405 |        0 |    false | Wrench                                     |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:agave                                      |    4140 |        0 |    false | Agave                                      |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:barrel_cactus                              |    4139 |        0 |    false | Barrel Cactus                              |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:black_apple                                |    4198 |        0 |    false | Black Apple                                |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:black_apple_seed                           |    4145 |        0 |    false | Black Apple Seed                           |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:black_bush                                 |    4141 |        0 |    false | Black Bush                                 |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:block_eyeball                              |    4113 |        0 |    false | Eyeball Block                              |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:block_eyeball_small                        |    4114 |        0 |    false | Small Eyeball Block                        |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:bone_block                                 |    4168 |        0 |    false | Compressed Bone Block                      |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:bone_button                                |    4171 |        0 |    false | Bone Button                                |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:bone_cincinnasite_door                     |    4195 |        0 |    false | Bone-Cincinnasite Door                     |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:bone_mushroom                              |    4178 |        0 |    false | Bone Mushroom Spores                       |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:bone_plate                                 |    4172 |        0 |    false | Bone Pressure Plate                        |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:bone_reed_door                             |    4194 |        0 |    false | Bone-Reed Door                             |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:bone_slab_half                             |    4170 |        0 |     true | Bone Slab                                  |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:bone_stairs                                |    4169 |        0 |    false | Bone Stairs                                |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:bone_tile                                  |    4181 |        0 |    false | Bone Tile                                  |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:bone_wall                                  |    4174 |        0 |    false | Bone Wall                                  |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:chest_of_drawers                           |    4197 |        0 |    false | tile.chest_of_drawers.name                 |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:cincinnasite                               |    4199 |        0 |    false | Cincinnasite                               |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:cincinnasite_axe                           |    4206 |        0 |    false | Cincinnasite Axe                           |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:cincinnasite_axe_diamond                   |    4207 |        0 |    false | Cincinnasite-Diamond Axe                   |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:cincinnasite_bars                          |    4189 |        0 |    false | Cincinnasite Bars                          |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:cincinnasite_block                         |    4152 |        0 |    false | Cincinnasite Block                         |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:cincinnasite_brick_plate                   |    4156 |        0 |    false | Cincinnasite Brick Plate                   |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:cincinnasite_bricks                        |    4155 |        0 |    false | Cincinnasite Bricks                        |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:cincinnasite_bricks_pillar                 |    4180 |        0 |    false | Cincinnasite Brick Pillar                  |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:cincinnasite_button                        |    4159 |        0 |    false | Cincinnasite Button                        |                                                                                                                                                                                                                     |
| Better Nether                 | betternether:cincinnasite_carved                        |    4164 |        0 |    false | Cincinnasite Carved                        |                                                                                                                                                                                                                     |
